longitude,district,street,geo_code,latitude,street_number,nation,province,city
114,修水县,,wt15,29,,中国,江西省,九江市
117,静海区,,wx52,39,,中国,天津市,天津市
119,金湖县,工园路,wtuw,33,工园路,中国,江苏省,淮安市
107,绥阳县,,wkun,28,,中国,贵州省,遵义市
108,开州区,,wmmp,31,,中国,重庆市,重庆市
110,桂平市,,wkjc,23,,中国,广西壮族自治区,贵港市
124,昌图县,,wz8j,43,,中国,辽宁省,铁岭市
118,全椒县,,wtes,32,,中国,安徽省,滁州市
114,修水县,,wt16,29,,中国,江西省,九江市
91,林周县,,wj2v,30,,中国,西藏自治区,拉萨市
109,东方市,,w7mq,19,,中国,海南省,东方市
121,青浦区,,wtmy,31,,中国,上海市,上海市
121,根河市,,y9jg,51,,中国,内蒙古自治区,呼伦贝尔市
113,禅城区,季华西路,ws0j,23,季华西路,中国,广东省,佛山市
114,香洲区,,wecp,22,,中国,广东省,珠海市
117,东乌珠穆沁旗,,y84g,46,,中国,内蒙古自治区,锡林郭勒盟
32,unknow,unknow,uxyx,90,unknow,Ocean,unknow,unknow
110,龙胜各族自治县,,wkwk,26,,中国,广西壮族自治区,桂林市
108,鄂托克旗,,wqux,39,,中国,内蒙古自治区,鄂尔多斯市
104,迭部县,,wq44,34,,中国,甘肃省,甘南藏族自治州
117,新罗区,龙腾南路,ws6v,25,龙腾南路,中国,福建省,龙岩市
118,,,wwup,39,,中国,中国区域,
85,托里县,,vbhp,46,,中国,新疆维吾尔自治区,塔城地区
114,永新县,,wsbg,27,,中国,江西省,吉安市
124,本溪满族自治县,,wxrg,41,,中国,辽宁省,本溪市
120,科尔沁右翼中旗,,y8j5,46,,中国,内蒙古自治区,兴安盟
102,米易县,盐米路,wkbb,27,盐米路,中国,四川省,攀枝花市
98,乌兰县,,wntk,37,,中国,青海省,海西蒙古族藏族自治州
115,大冶市,,wt39,30,,中国,湖北省,黄石市
120,长兴县,,wtmn,31,,中国,浙江省,湖州市
127,临江市,,wz6p,42,,中国,吉林省,白山市
112,邵东县,,wkz9,27,,中国,湖南省,邵阳市
115,东明县,,ww38,35,,中国,山东省,菏泽市
38,unknow,unknow,uzgr,90,unknow,Ocean,unknow,unknow
109,罗城仫佬族自治县,,wkmx,25,,中国,广西壮族自治区,河池市
122,,,wtw9,31,,中国,中国区域,
113,苏仙区,,ws8k,26,,中国,湖南省,郴州市
111,准格尔旗,,wrp1,40,,中国,内蒙古自治区,鄂尔多斯市
100,澜沧拉祜族自治县,,whng,23,,中国,云南省,普洱市
-81,unknow,unknow,dpwx,44,unknow,加拿大,unknow,unknow
122,瓦房店市,,wxne,40,,中国,辽宁省,大连市
110,黄龙县,,wqmg,36,,中国,陕西省,延安市
125,嫩江县,西-八,yb8s,49,西-八,中国,黑龙江省,黑河市
113,温县,马武线,ww0n,35,马武线,中国,河南省,焦作市
105,阿拉善左旗,,wqdt,38,,中国,内蒙古自治区,阿拉善盟
123,科尔沁左翼后旗,,wxx5,43,,中国,内蒙古自治区,通辽市
119,平泉市,,wxhq,41,,中国,河北省,承德市
119,宣州区,,wts2,31,,中国,安徽省,宣城市
111,高州市,,w7yw,22,,中国,广东省,茂名市
106,那坡县,,wk5t,23,,中国,广西壮族自治区,百色市
118,桓台县,周荆路,wwee,37,周荆路,中国,山东省,淄博市
115,平乡县,,ww9b,37,,中国,河北省,邢台市
120,富阳区,长深高速公路,wtmt,30,长深高速公路,中国,浙江省,杭州市
121,奈曼旗,,wxw7,43,,中国,内蒙古自治区,通辽市
105,威信县,顺中线,wkfy,28,顺中线,中国,云南省,昭通市
117,静海区,,wwgm,39,,中国,天津市,天津市
108,环江毛南族自治县,,wkks,25,,中国,广西壮族自治区,河池市
127,榆树市,,wzfq,45,,中国,吉林省,长春市
118,遵化市,,wx5t,40,,中国,河北省,唐山市
114,新丰县,,ws1n,24,,中国,广东省,韶关市
116,多伦县,,wxd2,42,,中国,内蒙古自治区,锡林郭勒盟
114,建安区,,ww17,34,,中国,河南省,许昌市
115,清丰县,,ww65,36,,中国,河南省,濮阳市
112,东宝区,,wmrq,31,,中国,湖北省,荆门市
113,随县,,wt8x,32,,中国,湖北省,随州市
102,九龙县,,wm0d,29,,中国,四川省,甘孜藏族自治州
119,屏南县,,wssx,27,,中国,福建省,宁德市
110,会同县,,wky5,27,,中国,湖南省,怀化市
131,unknow,unknow,ybmp,48,unknow,俄罗斯,unknow,unknow
95,格尔木市,,wneu,37,,中国,青海省,海西蒙古族藏族自治州
106,古蔺县,石鱼路,wkgq,28,石鱼路,中国,四川省,泸州市
107,天峨县,,wk7y,25,,中国,广西壮族自治区,河池市
103,雨城区,北环西路,wm3m,30,北环西路,中国,四川省,雅安市
99,金塔县,,wpn4,40,,中国,甘肃省,酒泉市
119,惠安县,,wskz,25,,中国,福建省,泉州市
115,晋州市,,wwdn,38,,中国,河北省,石家庄市
128,抚松县,,wze1,42,,中国,吉林省,白山市
121,奈曼旗,,wxw6,43,,中国,内蒙古自治区,通辽市
100,肃南裕固族自治县,,wnzm,39,,中国,甘肃省,张掖市
121,长岛县,,wwwm,38,,中国,山东省,烟台市
116,武强县,,wwf6,38,,中国,河北省,衡水市
118,明光市,,wtun,33,,中国,安徽省,滁州市
85,克拉玛依区,,tzun,45,,中国,新疆维吾尔自治区,克拉玛依市
118,黟县,,wtk1,30,,中国,安徽省,黄山市
102,九龙县,,wm06,29,,中国,四川省,甘孜藏族自治州
124,鄂伦春自治旗,,y8zz,51,,中国,内蒙古自治区,呼伦贝尔市
105,安岳县,,wm66,30,,中国,四川省,资阳市
115,崇礼区,,wx1x,41,,中国,河北省,张家口市
111,,,w7qy,19,,中国,中国区域,
117,岱岳区,膏城大道,ww7j,36,膏城大道,中国,山东省,泰安市
124,昌图县,,wz86,43,,中国,辽宁省,铁岭市
117,肥西县,,wtek,32,,中国,安徽省,合肥市
123,新民市,丹阜高速公路,wxx3,42,丹阜高速公路,中国,辽宁省,沈阳市
117,鄱阳县,,wt5n,29,,中国,江西省,上饶市
100,凤庆县,,whrh,25,,中国,云南省,临沧市
104,渭源县,,wq61,35,,中国,甘肃省,定西市
117,南皮县,,wwdv,38,,中国,河北省,沧州市
117,东至县,,wt75,30,,中国,安徽省,池州市
113,衡东县,,wsb9,27,,中国,湖南省,衡阳市
110,澄城县,,wqju,35,,中国,陕西省,渭南市
118,义安区,,wteb,31,,中国,安徽省,铜陵市
106,西吉县,,wq7h,36,,中国,宁夏回族自治区,固原市
111,江永县,,wkrp,25,,中国,湖南省,永州市
124,抚顺县,,wxxc,42,,中国,辽宁省,抚顺市
114,原阳县,,ww0y,35,,中国,河南省,新乡市
116,霍邱县,,wtde,32,,中国,安徽省,六安市
125,前郭尔罗斯蒙古族自治县,,wzbx,45,,中国,吉林省,松原市
125,依安县,,yb8e,48,,中国,黑龙江省,齐齐哈尔市
111,高州市,,w7yy,22,,中国,广东省,茂名市
105,兴义市,,wk6w,25,,中国,贵州省,黔西南布依族苗族自治州
105,纳雍县,,wkfg,27,,中国,贵州省,毕节市
106,铜梁区,,wm7h,30,,中国,重庆市,重庆市
103,元阳县,,wk12,23,,中国,云南省,红河哈尼族彝族自治州
123,镇赉县,,y8p7,46,,中国,吉林省,白城市
115,顺平县,,wwfn,39,,中国,河北省,保定市
112,云安区,广昆高速公路,wkp2,23,广昆高速公路,中国,广东省,云浮市
114,沙河市,,ww93,37,,中国,河北省,邢台市
49,unknow,unknow,vpfx,90,unknow,Ocean,unknow,unknow
119,,,wwur,39,,中国,中国区域,
119,陈巴尔虎旗,,y8sy,49,,中国,内蒙古自治区,呼伦贝尔市
115,定南县,,ws3x,25,,中国,江西省,赣州市
109,利川市,,wmme,30,,中国,湖北省,恩施土家族苗族自治州
106,黔西县,贵毕公路,wkg3,27,贵毕公路,中国,贵州省,毕节市
116,黄梅县,,wt6d,30,,中国,湖北省,黄冈市
118,兰陵县,,ww5x,35,,中国,山东省,临沂市
112,介休市,,wqx2,37,,中国,山西省,晋中市
122,根河市,,y8yx,51,,中国,内蒙古自治区,呼伦贝尔市
115,太仆寺旗,,wx3x,42,,中国,内蒙古自治区,锡林郭勒盟
101,宁洱哈尼族彝族自治县,,whpb,23,,中国,云南省,普洱市
94,格尔木市,,wn7p,36,,中国,青海省,海西蒙古族藏族自治州
106,宁强县,康宁路,wmgs,33,康宁路,中国,陕西省,汉中市
113,英德市,,ws22,24,,中国,广东省,清远市
121,埔里镇,,wsmf,24,,中国,台湾省,南投县
119,翁牛特旗,,wxsg,43,,中国,内蒙古自治区,赤峰市
121,,,wwmy,36,,中国,中国区域,
115,靖安县,,wt1t,29,,中国,江西省,宜春市
123,千山区,,wxre,41,,中国,辽宁省,鞍山市
113,长治县,,ww2s,36,,中国,山西省,长治市
114,永新县,,wsc0,27,,中国,江西省,吉安市
106,古蔺县,石鱼路,wm50,28,石鱼路,中国,四川省,泸州市
113,台山市,,webr,22,,中国,广东省,江门市
102,九龙县,,wm0y,29,,中国,四川省,甘孜藏族自治州
120,霞浦县,,wsv7,27,,中国,福建省,宁德市
118,安溪县,,ws7s,25,,中国,福建省,泉州市
119,寿光市,,wwsc,37,,中国,山东省,潍坊市
122,根河市,,y9n9,51,,中国,内蒙古自治区,呼伦贝尔市
126,九台区,加工河大街,wzcf,44,加工河大街,中国,吉林省,长春市
118,围场满族蒙古族自治县,,wx7y,42,,中国,河北省,承德市
113,宝丰县,,ww05,34,,中国,河南省,平顶山市
122,大洼区,,wxnz,41,,中国,辽宁省,盘锦市
119,喀喇沁旗,,wxkw,42,,中国,内蒙古自治区,赤峰市
86,库尔勒市,,tzmq,42,,中国,新疆维吾尔自治区,巴音郭楞蒙古自治州
96,瓜州县,,wphn,41,,中国,甘肃省,酒泉市
106,苍溪县,,wmex,32,,中国,四川省,广元市
100,凤庆县,,whrm,25,,中国,云南省,临沧市
118,安溪县,,wskn,25,,中国,福建省,泉州市
114,林州市,,ww34,36,,中国,河南省,安阳市
120,永康市,,wtjr,29,,中国,浙江省,金华市
123,千山区,,wxr4,41,,中国,辽宁省,鞍山市
113,乐昌市,,ws2s,25,,中国,广东省,韶关市
110,琼中黎族苗族自治县,,w7qh,19,,中国,海南省,琼中黎族苗族自治县
119,莒县,,wwkr,36,,中国,山东省,日照市
112,阳东区,,w7zm,22,,中国,广东省,阳江市
118,上饶县,,wsgv,28,,中国,江西省,上饶市
112,嵩县,,wqp3,34,,中国,河南省,洛阳市
122,科尔沁左翼中旗,,wxyu,44,,中国,内蒙古自治区,通辽市
82,双河市,,tzfj,45,,中国,新疆维吾尔自治区,双河市
112,内乡县,,wmze,33,,中国,河南省,南阳市
120,永康市,,wtjq,29,,中国,浙江省,金华市
120,平度市,,wwt2,37,,中国,山东省,青岛市
115,东源县,,ws4n,24,,中国,广东省,河源市
117,新罗区,龙腾南路,wsdb,25,龙腾南路,中国,福建省,龙岩市
113,宝丰县,,wtbp,34,,中国,河南省,平顶山市
112,邵东县,,wkze,27,,中国,湖南省,邵阳市
114,林州市,,ww3q,36,,中国,河南省,安阳市
115,大冶市,,wt6h,30,,中国,湖北省,黄石市
89,亚东县,,tuzh,28,,中国,西藏自治区,日喀则市
117,岱岳区,膏城大道,ww74,36,膏城大道,中国,山东省,泰安市
105,威信县,顺中线,wm4c,28,顺中线,中国,云南省,昭通市
114,阳原县,,wx16,40,,中国,河北省,张家口市
117,清流县,,wsdg,26,,中国,福建省,三明市
114,井陉县,,ww9m,38,,中国,河北省,石家庄市
111,夷陵区,,wmx0,31,,中国,湖北省,宜昌市
110,达拉特旗,,wrnj,40,,中国,内蒙古自治区,鄂尔多斯市
116,丰城市,,wsfs,28,,中国,江西省,宜春市
117,清流县,,wsdu,26,,中国,福建省,三明市
125,清原满族自治县,,wz2x,42,,中国,辽宁省,抚顺市
114,尚义县,,wx2b,41,,中国,河北省,张家口市
113,乐昌市,,ws2t,25,,中国,广东省,韶关市
106,铜梁区,,wm73,30,,中国,重庆市,重庆市
105,礼县,,wq4f,34,,中国,甘肃省,陇南市
108,西乡县,,wmv5,33,,中国,陕西省,汉中市
94,伊州区,,wpdf,43,,中国,新疆维吾尔自治区,哈密市
115,定南县,,ws3v,25,,中国,江西省,赣州市
113,衡东县,,ws8x,27,,中国,湖南省,衡阳市
112,新安县,三岔口隧道,wqps,35,三岔口隧道,中国,河南省,洛阳市
100,临翔区,,whqb,24,,中国,云南省,临沧市
121,乐清市,,wsvz,28,,中国,浙江省,温州市
110,澄城县,,wqnq,35,,中国,陕西省,渭南市
121,海阳市,,www0,37,,中国,山东省,烟台市
123,科尔沁左翼中旗,,wxz9,44,,中国,内蒙古自治区,通辽市
109,酉阳土家族苗族自治县,,wmj7,29,,中国,重庆市,重庆市
112,阳东区,,w7zq,22,,中国,广东省,阳江市
106,江津区,,wm56,29,,中国,重庆市,重庆市
102,互助土族自治县,,wq83,37,,中国,青海省,海东市
103,汶川县,,wm90,31,,中国,四川省,阿坝藏族羌族自治州
100,色达县,,wjxp,32,,中国,四川省,甘孜藏族自治州
119,江宁区,,wtub,32,,中国,江苏省,南京市
113,宝丰县,,ww09,34,,中国,河南省,平顶山市
108,西乡塘区,,wkj0,23,,中国,广西壮族自治区,南宁市
84,改则县,,tvez,32,,中国,西藏自治区,阿里地区
118,德兴市,,wt5f,29,,中国,江西省,上饶市
126,扶余市,京哈高速公路,yb1f,45,京哈高速公路,中国,吉林省,松原市
112,怀集县,,wkpy,24,,中国,广东省,肇庆市
116,安新县,保静线,wx42,39,保静线,中国,河北省,保定市
83,塔城市,,vb71,47,,中国,新疆维吾尔自治区,塔城地区
116,颍东区,,wtfk,33,,中国,安徽省,阜阳市
112,宁远县,,wkxq,26,,中国,湖南省,永州市
113,京山市,,wt2x,31,,中国,湖北省,荆门市
117,清流县,,wse7,26,,中国,福建省,三明市
119,屏南县,,wsub,27,,中国,福建省,宁德市
112,公安县,汪杨线,wmrc,30,汪杨线,中国,湖北省,荆州市
126,肇东市,,yb1g,46,,中国,黑龙江省,绥化市
41,unknow,unknow,uzuz,90,unknow,Ocean,unknow,unknow
115,平乡县,,wwd5,37,,中国,河北省,邢台市
112,江华瑶族自治县,,wkrx,25,,中国,湖南省,永州市
102,肃南裕固族自治县,,wqbc,38,,中国,甘肃省,张掖市
122,鄂伦春自治旗,,y8ys,50,,中国,内蒙古自治区,呼伦贝尔市
119,惠安县,,wskt,25,,中国,福建省,泉州市
100,肃南裕固族自治县,,wnzp,39,,中国,甘肃省,张掖市
100,色达县,,wjxr,32,,中国,四川省,甘孜藏族自治州
101,道孚县,,wjxd,31,,中国,四川省,甘孜藏族自治州
111,房县,,wmyb,32,,中国,湖北省,十堰市
107,巴州区,,wmeu,32,,中国,四川省,巴中市
89,白朗县,,tvpn,29,,中国,西藏自治区,日喀则市
123,扎兰屯市,,y8x4,48,,中国,内蒙古自治区,呼伦贝尔市
111,准格尔旗,,wrnt,40,,中国,内蒙古自治区,鄂尔多斯市
117,三河市,京秦高速公路,wx4v,40,京秦高速公路,中国,河北省,廊坊市
106,同心县,庙石线,wqes,37,庙石线,中国,宁夏回族自治区,吴忠市
113,台山市,,webx,22,,中国,广东省,江门市
115,东源县,,ws3d,24,,中国,广东省,河源市
118,全椒县,,wteg,32,,中国,安徽省,滁州市
117,东至县,,wt6f,30,,中国,安徽省,池州市
111,桃源县,,wmp4,29,,中国,湖南省,常德市
104,沐川县,,wm1x,29,,中国,四川省,乐山市
117,东至县,,wt6g,30,,中国,安徽省,池州市
117,清流县,,wseq,26,,中国,福建省,三明市
117,萧县,京台高速公路,wtgp,34,京台高速公路,中国,安徽省,宿州市
116,武平县,,ws6m,25,,中国,福建省,龙岩市
114,永新县,,wsc7,27,,中国,江西省,吉安市
119,龙泉市,,wsur,28,,中国,浙江省,丽水市
110,永福县,迎宾路,wkmv,25,迎宾路,中国,广西壮族自治区,桂林市
113,云冈区,,wx0s,40,,中国,山西省,大同市
114,林州市,,ww2u,36,,中国,河南省,安阳市
108,五原县,,wrkd,41,,中国,内蒙古自治区,巴彦淖尔市
119,江宁区,,wtsg,32,,中国,江苏省,南京市
108,庆城县,,wqmp,36,,中国,甘肃省,庆阳市
118,,,ws7f,24,,中国,中国区域,
105,普安县,,wkdv,26,,中国,贵州省,黔西南布依族苗族自治州
118,,,ws78,24,,中国,中国区域,
113,宝丰县,,ww03,34,,中国,河南省,平顶山市
123,新民市,丹阜高速公路,wxrn,42,丹阜高速公路,中国,辽宁省,沈阳市
112,汉寿县,,wmpv,29,,中国,湖南省,常德市
116,门头沟区,,wx4m,40,,中国,北京市,北京市
107,长寿区,,wm7g,30,,中国,重庆市,重庆市
107,开阳县,,wku6,27,,中国,贵州省,贵阳市
126,磐石市,沈吉高速公路,wz9s,43,沈吉高速公路,中国,吉林省,吉林市
112,阳东区,,w7zv,22,,中国,广东省,阳江市
81,霍城县,清伊高速公路,tzcd,44,清伊高速公路,中国,新疆维吾尔自治区,伊犁哈萨克自治州
119,翁牛特旗,,wxsy,43,,中国,内蒙古自治区,赤峰市
107,长寿区,,wm7u,30,,中国,重庆市,重庆市
116,夏津县,历亭街,wwd6,37,历亭街,中国,山东省,德州市
110,象州县,,wknn,24,,中国,广西壮族自治区,来宾市
40,unknow,unknow,uzup,90,unknow,Ocean,unknow,unknow
117,东至县,,wt6b,30,,中国,安徽省,池州市
115,蔚县,广浑高速公路,wx1u,40,广浑高速公路,中国,河北省,张家口市
119,淳安县,,wtk8,30,,中国,浙江省,杭州市
119,龙泉市,,wth2,28,,中国,浙江省,丽水市
114,始兴县,,ws3p,25,,中国,广东省,韶关市
117,三河市,京秦高速公路,wx4f,40,京秦高速公路,中国,河北省,廊坊市
117,南皮县,,wwfc,38,,中国,河北省,沧州市
118,西乌珠穆沁旗,,wxgt,45,,中国,内蒙古自治区,锡林郭勒盟
121,根河市,,y9n3,51,,中国,内蒙古自治区,呼伦贝尔市
120,敖汉旗,乡道大玉线,wxtd,43,乡道大玉线,中国,内蒙古自治区,赤峰市
117,怀远县,,wtfy,33,,中国,安徽省,蚌埠市
109,松桃苗族自治县,,wmj3,28,,中国,贵州省,铜仁市
114,建安区,,wtbz,34,,中国,河南省,许昌市
112,东宝区,,wmx6,31,,中国,湖北省,荆门市
119,莒县,,wwkz,36,,中国,山东省,日照市
113,榆社县,,ww8h,37,,中国,山西省,晋中市
125,嫩江县,西-八,ybc1,49,西-八,中国,黑龙江省,黑河市
113,英德市,,ws0n,24,,中国,广东省,清远市
120,,,wwm1,35,,中国,中国区域,
100,肃南裕固族自治县,,wnzj,39,,中国,甘肃省,张掖市
105,三台县,,wm6x,31,,中国,四川省,绵阳市
102,新平彝族傣族自治县,,wk0w,24,,中国,云南省,玉溪市
126,通化县,,wz3r,42,,中国,吉林省,通化市
122,科尔沁左翼中旗,,wxyd,44,,中国,内蒙古自治区,通辽市
124,抚顺县,,wxru,42,,中国,辽宁省,抚顺市
120,喀喇沁左翼蒙古族自治县,,wxm5,41,,中国,辽宁省,朝阳市
117,南皮县,,wwg0,38,,中国,河北省,沧州市
115,东明县,,ww4p,35,,中国,山东省,菏泽市
119,西乌珠穆沁旗,,y8h9,45,,中国,内蒙古自治区,锡林郭勒盟
102,墨江哈尼族自治县,,wk0m,23,,中国,云南省,普洱市
105,安岳县,,wm6m,30,,中国,四川省,资阳市
103,凉州区,,wq9q,38,,中国,甘肃省,武威市
116,成武县,,ww4m,35,,中国,山东省,菏泽市
23,unknow,unknow,sx0r,41,unknow,希腊,unknow,unknow
109,汉滨区,,wmv3,33,,中国,陕西省,安康市
112,内乡县,,wmzk,33,,中国,河南省,南阳市
121,北票市,,wxw1,42,,中国,辽宁省,朝阳市
112,浮山县,,wqrf,36,,中国,山西省,临汾市
104,渭源县,,wq38,35,,中国,甘肃省,定西市
120,阿尔山市,,y8mh,47,,中国,内蒙古自治区,兴安盟
109,三穗县,,wkve,27,,中国,贵州省,黔东南苗族侗族自治州
106,青铜峡市,大中公路,wqer,38,大中公路,中国,宁夏回族自治区,吴忠市
121,长岛县,,wwwn,38,,中国,山东省,烟台市
125,大同区,,yb2b,46,,中国,黑龙江省,大庆市
130,图们市,河西线,wzsn,43,河西线,中国,吉林省,延边朝鲜族自治州
108,务川仡佬族苗族自治县,,wmhx,29,,中国,贵州省,遵义市
130,图们市,河西线,wzsh,43,河西线,中国,吉林省,延边朝鲜族自治州
115,晋州市,,ww9z,38,,中国,河北省,石家庄市
129,通河县,,yb5t,46,,中国,黑龙江省,哈尔滨市
107,天等县,,wkh7,23,,中国,广西壮族自治区,崇左市
103,汶川县,,wm92,31,,中国,四川省,阿坝藏族羌族自治州
115,渝水区,,wt1b,28,,中国,江西省,新余市
123,庄河市,四仲线,wxp1,40,四仲线,中国,辽宁省,大连市
118,全椒县,,wtsp,32,,中国,安徽省,滁州市
102,米易县,盐米路,wkbg,27,盐米路,中国,四川省,攀枝花市
102,西昌市,,wm02,28,,中国,四川省,凉山彝族自治州
132,富锦市,,ybqj,47,,中国,黑龙江省,佳木斯市
115,大冶市,,wt65,30,,中国,湖北省,黄石市
112,介休市,,wqxu,37,,中国,山西省,晋中市
113,云冈区,,wx0e,40,,中国,山西省,大同市
113,英德市,,ws24,24,,中国,广东省,清远市
120,平度市,,wwts,37,,中国,山东省,青岛市
115,麻城市,,wt9b,31,,中国,湖北省,黄冈市
29,unknow,unknow,uxux,90,unknow,Ocean,unknow,unknow
106,铜梁区,,wm7e,30,,中国,重庆市,重庆市
114,修水县,,wt0z,29,,中国,江西省,九江市
115,光山县,,wt9s,32,,中国,河南省,信阳市
105,安岳县,,wm6g,30,,中国,四川省,资阳市
112,云安区,广昆高速公路,wkp9,23,广昆高速公路,中国,广东省,云浮市
104,迭部县,,wq45,34,,中国,甘肃省,甘南藏族自治州
108,三都水族自治县,,wksw,26,,中国,贵州省,黔南布依族苗族自治州
110,澄城县,,wqq1,35,,中国,陕西省,渭南市
101,宁蒗彝族自治县,跑蝉线,whxz,27,跑蝉线,中国,云南省,丽江市
114,嘉鱼县,,wt3h,30,,中国,湖北省,咸宁市
103,建水县,,wk32,24,,中国,云南省,红河哈尼族彝族自治州
106,秦安县,,wq5r,35,,中国,甘肃省,天水市
106,西吉县,,wq7q,36,,中国,宁夏回族自治区,固原市
107,巴州区,,wmsk,32,,中国,四川省,巴中市
113,英德市,,ws23,24,,中国,广东省,清远市
118,德兴市,,wt5y,29,,中国,江西省,上饶市
117,滕州市,,ww70,35,,中国,山东省,枣庄市
107,綦江区,,wmhj,29,,中国,重庆市,重庆市
122,文登区,昌阳河东路,wwwu,37,昌阳河东路,中国,山东省,威海市
131,桦川县,,ybm7,47,,中国,黑龙江省,佳木斯市
100,洱源县,温起线,whwy,26,温起线,中国,云南省,大理白族自治州
102,民勤县,,wqbv,39,,中国,甘肃省,武威市
115,吉安县,樟树塘路,wsce,27,樟树塘路,中国,江西省,吉安市
106,苍溪县,,wme7,32,,中国,四川省,广元市
115,大冶市,,wt64,30,,中国,湖北省,黄石市
108,彬州市,,wqhz,35,,中国,陕西省,咸阳市
121,临海市,,wtjg,29,,中国,浙江省,台州市
111,武冈市,,wkwx,27,,中国,湖南省,邵阳市
102,米易县,盐米路,wkb8,27,盐米路,中国,四川省,攀枝花市
107,凤县,,wqh6,34,,中国,陕西省,宝鸡市
126,肇东市,,yb1z,46,,中国,黑龙江省,绥化市
113,察哈尔右翼前旗,,wx29,41,,中国,内蒙古自治区,乌兰察布市
111,,,w7qx,20,,中国,中国区域,
114,桂东县,,ws97,26,,中国,湖南省,郴州市
107,天等县,,wk5f,23,,中国,广西壮族自治区,崇左市
120,扎鲁特旗,,wxvw,45,,中国,内蒙古自治区,通辽市
114,原阳县,,ww1r,35,,中国,河南省,新乡市
117,三河市,京秦高速公路,wx54,40,京秦高速公路,中国,河北省,廊坊市
118,义安区,,wts0,31,,中国,安徽省,铜陵市
127,北安市,,ybd3,48,,中国,黑龙江省,黑河市
95,伊州区,,wpeq,43,,中国,新疆维吾尔自治区,哈密市
121,北票市,,wxw3,42,,中国,辽宁省,朝阳市
101,海晏县,,wnx8,37,,中国,青海省,海北藏族自治州
119,赣榆区,,wwhx,35,,中国,江苏省,连云港市
120,敖汉旗,乡道大玉线,wxt4,43,乡道大玉线,中国,内蒙古自治区,赤峰市
118,桓台县,周荆路,wwsh,37,周荆路,中国,山东省,淄博市
106,苍溪县,,wmew,32,,中国,四川省,广元市
117,鄱阳县,,wt56,29,,中国,江西省,上饶市
107,渠县,,wms2,31,,中国,四川省,达州市
118,全椒县,,wtez,32,,中国,安徽省,滁州市
117,诏安县,,ws6c,24,,中国,福建省,漳州市
120,平度市,,wwt8,37,,中国,山东省,青岛市
112,新安县,三岔口隧道,wqpq,35,三岔口隧道,中国,河南省,洛阳市
91,林周县,,wj2c,30,,中国,西藏自治区,拉萨市
104,榆中县,,wq3z,36,,中国,甘肃省,兰州市
116,台前县,,ww6t,36,,中国,河南省,濮阳市
125,unknow,unknow,wz0s,40,unknow,朝鲜,unknow,unknow
115,大冶市,,wt3t,30,,中国,湖北省,黄石市
103,东川区,,wk9q,26,,中国,云南省,昆明市
106,苍溪县,,wmek,32,,中国,四川省,广元市
112,汉寿县,,wmpe,29,,中国,湖南省,常德市
116,新建区,,wt4d,29,,中国,江西省,南昌市
107,盐池县,,wqgf,38,,中国,宁夏回族自治区,吴忠市
108,西乡县,,wmuf,33,,中国,陕西省,汉中市
124,双辽市,,wzb7,44,,中国,吉林省,四平市
110,澄城县,,wqmc,35,,中国,陕西省,渭南市
109,汉滨区,,wmv9,33,,中国,陕西省,安康市
118,黟县,,wt79,30,,中国,安徽省,黄山市
109,宾阳县,泉南高速公路,wkj3,23,泉南高速公路,中国,广西壮族自治区,南宁市
102,民勤县,,wqbq,39,,中国,甘肃省,武威市
122,大洼区,,wxqe,41,,中国,辽宁省,盘锦市
119,江宁区,,wtss,32,,中国,江苏省,南京市
116,瑞金市,,wsd3,26,,中国,江西省,赣州市
95,格尔木市,,wne8,37,,中国,青海省,海西蒙古族藏族自治州
113,天心区,芙蓉大道,wsbr,28,芙蓉大道,中国,湖南省,长沙市
90,鄯善县,,wp85,43,,中国,新疆维吾尔自治区,吐鲁番市
105,威信县,顺中线,wkfu,28,顺中线,中国,云南省,昭通市
103,官渡区,,wk3p,25,,中国,云南省,昆明市
109,云阳县,,wmmr,31,,中国,重庆市,重庆市
108,万源市,,wmtn,32,,中国,四川省,达州市
119,惠安县,,wskk,25,,中国,福建省,泉州市
117,东至县,,wt74,30,,中国,安徽省,池州市
111,武川县,,wrr1,41,,中国,内蒙古自治区,呼和浩特市
107,綦江区,,wm5v,29,,中国,重庆市,重庆市
121,上虞区,,wtmc,30,,中国,浙江省,绍兴市
117,桐城市,,wte1,31,,中国,安徽省,安庆市
106,秦安县,,wq5x,35,,中国,甘肃省,天水市
120,敖汉旗,,wxmw,42,,中国,内蒙古自治区,赤峰市
107,南郑区,,wmgc,33,,中国,陕西省,汉中市
109,黎平县,,wkts,26,,中国,贵州省,黔东南苗族侗族自治州
100,洱源县,温起线,whwv,26,温起线,中国,云南省,大理白族自治州
102,西昌市,,wm09,28,,中国,四川省,凉山彝族自治州
107,巴州区,,wmsm,32,,中国,四川省,巴中市
107,天峨县,,wks2,25,,中国,广西壮族自治区,河池市
115,大冶市,,wt3v,30,,中国,湖北省,黄石市
91,林周县,,wj2g,30,,中国,西藏自治区,拉萨市
111,武冈市,,wkz0,27,,中国,湖南省,邵阳市
115,晋州市,,wwc8,38,,中国,河北省,石家庄市
112,东宝区,,wmrw,31,,中国,湖北省,荆门市
118,双桥区,,wx5w,41,,中国,河北省,承德市
116,丰城市,,wsfr,28,,中国,江西省,宜春市
116,台前县,,ww6s,36,,中国,河南省,濮阳市
110,神木市,,wqyr,39,,中国,陕西省,榆林市
